walk_idx,step_idx,kl_divergence
0,0,3.9269447326660156
1,0,17.0053653717041
2,0,14.946742057800293
3,0,6.672407150268555
3,1,4.598197937011719
3,2,2.7878193855285645
4,0,11.331277847290039
5,0,6.979535102844238
6,0,9.940563201904297
6,1,16.141435623168945
7,0,4.3839192390441895
8,0,9.293270111083984
9,0,16.83055305480957
10,0,11.630599975585938
11,0,6.8283562660217285
12,0,6.4384260177612305
13,0,5.505167007446289
14,0,11.745301246643066
14,1,16.366531372070312
14,2,16.42633819580078
15,0,6.77535343170166
15,1,6.4535627365112305
16,0,6.622814178466797
17,0,4.308762550354004
17,1,3.7290587425231934
18,0,6.668549537658691
19,0,6.180760383605957
19,1,2.515014171600342
20,0,8.993295669555664
21,0,16.33915901184082
22,0,11.02236270904541
23,0,10.0665283203125
24,0,14.25682258605957
25,0,13.153644561767578
26,0,6.283258438110352
27,0,8.027032852172852
27,1,7.19007682800293
28,0,11.090784072875977
29,0,8.180627822875977
30,0,11.033468246459961
31,0,17.042980194091797
32,0,11.274033546447754
33,0,17.334857940673828
34,0,13.1878662109375
35,0,7.967397212982178
36,0,8.340019226074219
36,1,8.337396621704102
37,0,17.464006423950195
38,0,11.981818199157715
39,0,15.967820167541504
40,0,12.204258918762207
41,0,14.506258010864258
42,0,5.248754501342773
43,0,16.744159698486328
44,0,10.987160682678223
44,1,16.092212677001953
45,0,10.167186737060547
46,0,6.68206787109375
47,0,8.667369842529297
48,0,6.244262218475342
49,0,4.397712707519531
50,0,6.6899333000183105
51,0,5.717909812927246
52,0,7.155937194824219
53,0,9.970373153686523
53,1,10.978507995605469
54,0,9.975030899047852
55,0,12.555868148803711
55,1,13.121845245361328
56,0,6.958776473999023
57,0,7.9360151290893555
58,0,2.5083274841308594
59,0,7.950245380401611
60,0,5.662403583526611
61,0,11.03148365020752
62,0,8.508840560913086
63,0,4.456405162811279
63,1,4.078246593475342
64,0,10.804489135742188
65,0,9.37441635131836
66,0,10.930594444274902
67,0,10.10036849975586
68,0,8.166367530822754
69,0,13.87567138671875
70,0,10.785606384277344
70,1,9.887361526489258
71,0,15.641100883483887
72,0,8.805777549743652
73,0,11.197916030883789
74,0,6.248320579528809
74,1,8.464390754699707
75,0,11.348682403564453
76,0,6.371759414672852
77,0,17.105636596679688
78,0,8.966440200805664
79,0,6.445371150970459
80,0,17.805330276489258
81,0,15.098974227905273
82,0,8.744278907775879
82,1,10.15909194946289
83,0,10.703593254089355
84,0,8.231653213500977
85,0,14.274401664733887
86,0,6.378814697265625
87,0,2.439509391784668
87,1,5.689040184020996
88,0,7.372393608093262
89,0,15.23729133605957
90,0,11.267722129821777
90,1,8.22989273071289
91,0,10.417383193969727
91,1,18.36837387084961
92,0,4.578056335449219
93,0,13.287054061889648
94,0,11.145989418029785
95,0,8.363096237182617
95,1,9.58293628692627
95,2,9.725820541381836
96,0,6.785614967346191
97,0,9.741691589355469
98,0,17.770519256591797
99,0,6.295131683349609
100,0,7.785109519958496
101,0,6.736244201660156
102,0,5.855923175811768
102,1,3.1303176879882812
103,0,14.717098236083984
103,1,7.758559226989746
103,2,13.726375579833984
104,0,8.421032905578613
105,0,15.030259132385254
106,0,13.554938316345215
107,0,6.25327205657959
108,0,12.563241958618164
109,0,10.128472328186035
110,0,8.593177795410156
111,0,11.385425567626953
112,0,9.695296287536621
113,0,9.535806655883789
113,1,12.250064849853516
114,0,13.015509605407715
114,1,7.039740085601807
114,2,5.596531391143799
115,0,13.280633926391602
116,0,12.551606178283691
117,0,8.080541610717773
117,1,2.1584842205047607
118,0,14.26550006866455
119,0,13.517582893371582
120,0,11.580634117126465
120,1,16.267616271972656
121,0,9.81161880493164
122,0,12.432291984558105
123,0,5.7682952880859375
124,0,5.703309059143066
125,0,3.540550947189331
125,1,4.349567890167236
126,0,8.942520141601562
127,0,7.622202396392822
128,0,6.6141486167907715
129,0,3.9782183170318604
130,0,9.943827629089355
131,0,6.551678657531738
132,0,5.313791751861572
133,0,12.554045677185059
133,1,13.561120986938477
134,0,11.945769309997559
135,0,5.448636054992676
136,0,11.094037055969238
137,0,6.402456283569336
138,0,18.05560874938965
139,0,3.4583868980407715
140,0,12.565037727355957
141,0,12.397568702697754
142,0,6.989592552185059
143,0,11.654441833496094
144,0,7.965953350067139
145,0,6.948090076446533
146,0,17.23298454284668
146,1,16.042091369628906
147,0,9.289907455444336
148,0,3.688138484954834
148,1,3.4616317749023438
149,0,9.365533828735352
150,0,6.624439716339111
151,0,11.503426551818848
152,0,14.224942207336426
153,0,17.058103561401367
154,0,16.317291259765625
155,0,12.450459480285645
155,1,13.902054786682129
156,0,13.38540267944336
157,0,11.526922225952148
157,1,16.366445541381836
158,0,11.034589767456055
158,1,16.801694869995117
159,0,11.07209587097168
159,1,12.79020881652832
160,0,11.789661407470703
161,0,16.812440872192383
162,0,13.829060554504395
163,0,9.400496482849121
163,1,9.128662109375
164,0,12.5745849609375
165,0,13.957826614379883
166,0,9.395895957946777
166,1,12.559892654418945
167,0,3.1668806076049805
168,0,9.35536003112793
169,0,6.545907974243164
170,0,2.2005834579467773
171,0,11.977968215942383
172,0,4.172112941741943
173,0,8.062609672546387
174,0,8.092670440673828
175,0,7.7710418701171875
175,1,6.233703136444092
176,0,4.6107940673828125
177,0,14.601335525512695
178,0,7.802913188934326
179,0,15.745450019836426
180,0,16.576820373535156
181,0,11.21711540222168
182,0,8.758504867553711
183,0,11.05152702331543
184,0,8.760066032409668
185,0,9.940811157226562
186,0,12.817869186401367
186,1,10.883244514465332
187,0,7.882740020751953
187,1,8.40495777130127
188,0,16.44572639465332
189,0,3.4218392372131348
190,0,13.280657768249512
190,1,17.541414260864258
191,0,8.808505058288574
192,0,7.591988563537598
193,0,9.503264427185059
194,0,14.53840160369873
194,1,11.979710578918457
195,0,7.777295112609863
196,0,11.20645523071289
196,1,18.36332130432129
197,0,9.66321849822998
197,1,17.299482345581055
197,2,12.242347717285156
198,0,7.329521179199219
199,0,9.536474227905273
199,1,12.357308387756348
199,2,18.36465072631836
200,0,12.603928565979004
201,0,12.288765907287598
202,0,13.343822479248047
203,0,5.055107593536377
204,0,4.791774749755859
205,0,13.422347068786621
206,0,9.675057411193848
207,0,4.059078216552734
208,0,11.134252548217773
209,0,11.937295913696289
210,0,8.775838851928711
210,1,6.053507328033447
211,0,17.948339462280273
212,0,5.574145317077637
213,0,4.071572303771973
214,0,7.586159706115723
215,0,12.705385208129883
216,0,8.796402931213379
216,1,8.710248947143555
217,0,5.427502632141113
218,0,14.248456001281738
