walk_idx,step_idx,kl_divergence
0,0,2.044663667678833
1,0,1.7909678220748901
2,0,1.2660366296768188
3,0,2.642542600631714
3,1,4.620133876800537
4,0,3.396149158477783
5,0,1.3978081941604614
5,1,4.615713596343994
6,0,0.97493976354599
7,0,3.683655261993408
8,0,1.7700482606887817
9,0,2.455017566680908
10,0,1.2208247184753418
10,1,4.6189141273498535
11,0,1.1446866989135742
12,0,2.6798715591430664
13,0,1.3657101392745972
14,0,1.690732479095459
14,1,4.6195855140686035
15,0,1.657318115234375
16,0,1.15768563747406
17,0,2.429482936859131
18,0,2.919950246810913
18,1,4.617848873138428
19,0,3.2505671977996826
20,0,0.8634986281394958
20,1,4.616806507110596
21,0,3.3702476024627686
22,0,3.4054408073425293
23,0,3.0784881114959717
24,0,1.499005913734436
25,0,2.476492166519165
26,0,1.3341281414031982
26,1,4.616389274597168
27,0,1.781156301498413
27,1,4.618587970733643
28,0,1.1380605697631836
28,1,4.616928577423096
29,0,1.5003108978271484
30,0,1.9980090856552124
31,0,4.440698146820068
32,0,1.5058523416519165
32,1,4.618016719818115
33,0,2.0739083290100098
34,0,2.998642921447754
35,0,1.275217056274414
36,0,1.5318068265914917
36,1,4.613331317901611
37,0,1.9406689405441284
38,0,1.192596197128296
38,1,4.619541645050049
39,0,3.952564239501953
40,0,1.9414030313491821
41,0,2.0099291801452637
42,0,1.9863324165344238
43,0,2.5298235416412354
44,0,1.5148603916168213
45,0,1.2595406770706177
45,1,4.617814064025879
46,0,3.9802169799804688
47,0,3.5078225135803223
48,0,2.023577928543091
48,1,4.618279933929443
49,0,2.1208372116088867
50,0,4.260594367980957
51,0,1.0844635963439941
52,0,2.222128391265869
53,0,1.219015121459961
53,1,4.616131782531738
54,0,2.153179168701172
55,0,1.4493539333343506
56,0,1.3186818361282349
57,0,2.305447578430176
58,0,2.839146852493286
59,0,1.7710227966308594
60,0,0.8933038711547852
60,1,4.618561744689941
61,0,0.9090101718902588
62,0,1.2618446350097656
63,0,2.4657905101776123
64,0,0.9794200658798218
65,0,2.165254831314087
66,0,1.2821794748306274
67,0,2.0437979698181152
68,0,2.838477611541748
68,1,4.619849681854248
69,0,2.3883771896362305
70,0,1.0254619121551514
70,1,4.619143009185791
71,0,3.7401161193847656
72,0,3.0145373344421387
73,0,0.9965223670005798
74,0,2.912646770477295
75,0,4.396261692047119
76,0,3.7751872539520264
77,0,2.3548099994659424
78,0,1.544098138809204
79,0,1.539262056350708
80,0,1.7670156955718994
81,0,1.4808895587921143
82,0,1.430687665939331
83,0,2.0388686656951904
83,1,4.616639614105225
84,0,4.145475387573242
85,0,1.6061679124832153
86,0,1.2261301279067993
86,1,4.6159281730651855
87,0,1.3177728652954102
87,1,4.618465900421143
88,0,1.5230615139007568
89,0,1.3254319429397583
89,1,4.6189799308776855
90,0,1.414214849472046
90,1,4.618135929107666
91,0,2.457747459411621
92,0,1.411679744720459
93,0,1.228651523590088
93,1,4.616113185882568
94,0,1.431661605834961
94,1,4.6161088943481445
95,0,1.2468276023864746
96,0,1.8675782680511475
97,0,1.1448745727539062
97,1,4.615297317504883
98,0,2.1124074459075928
99,0,0.9342219233512878
100,0,2.1656408309936523
101,0,2.8907310962677
101,1,4.6157941818237305
102,0,1.7399059534072876
102,1,4.619570732116699
103,0,2.1058692932128906
104,0,2.430630683898926
105,0,2.2857260704040527
105,1,4.619082450866699
106,0,1.3889886140823364
106,1,4.6187543869018555
107,0,1.5386563539505005
107,1,4.6185994148254395
108,0,2.7195675373077393
108,1,4.618340015411377
109,0,1.9876914024353027
110,0,2.7895736694335938
111,0,3.6808676719665527
112,0,1.0855891704559326
112,1,4.618823528289795
113,0,1.2019926309585571
114,0,4.304758071899414
115,0,1.6414012908935547
115,1,4.616212368011475
116,0,2.5997352600097656
117,0,1.143913984298706
118,0,1.1725183725357056
118,1,4.620964050292969
119,0,1.6960883140563965
120,0,3.7172391414642334
121,0,2.469648838043213
122,0,1.266498327255249
123,0,1.8111640214920044
124,0,3.7039451599121094
125,0,1.3497788906097412
126,0,1.2985143661499023
127,0,2.416747808456421
128,0,2.051093101501465
129,0,1.458192229270935
130,0,2.5671372413635254
131,0,2.0804152488708496
131,1,4.618705749511719
132,0,1.9449856281280518
133,0,1.4425410032272339
133,1,4.6184821128845215
134,0,1.9240362644195557
135,0,2.0489232540130615
136,0,1.128382921218872
137,0,2.3766062259674072
138,0,1.0709582567214966
138,1,4.619279861450195
139,0,1.890810489654541
140,0,2.3216607570648193
140,1,4.619140625
141,0,4.262853622436523
142,0,0.895421028137207
143,0,2.5629632472991943
144,0,1.053328514099121
145,0,4.126812934875488
146,0,1.7599103450775146
147,0,2.839507579803467
147,1,4.615478038787842
148,0,1.4283305406570435
149,0,2.3930273056030273
150,0,2.3340067863464355
151,0,3.3018107414245605
152,0,3.5094127655029297
153,0,2.7923738956451416
153,1,4.609046459197998
154,0,1.308058261871338
154,1,4.615828990936279
155,0,2.013460159301758
156,0,1.2891948223114014
157,0,0.921392023563385
157,1,4.6147141456604
158,0,1.3703161478042603
158,1,4.616193771362305
159,0,1.3837183713912964
160,0,1.53924560546875
161,0,1.488146424293518
162,0,2.7134897708892822
163,0,0.9397610425949097
164,0,3.8044519424438477
165,0,1.4396564960479736
165,1,4.6172261238098145
166,0,1.6924755573272705
167,0,2.752208709716797
168,0,2.0590529441833496
169,0,1.6884751319885254
170,0,2.3345603942871094
171,0,3.279195547103882
172,0,2.9135053157806396
173,0,1.6787370443344116
173,1,4.6174187660217285
174,0,1.455330491065979
175,0,1.2273035049438477
175,1,4.6200127601623535
176,0,1.2565525770187378
177,0,3.470236301422119
178,0,4.117169380187988
179,0,1.2619960308074951
180,0,1.1999949216842651
181,0,2.4667131900787354
182,0,1.7952905893325806
183,0,2.087712049484253
184,0,1.4427820444107056
185,0,1.9213757514953613
185,1,4.61958122253418
186,0,3.020442008972168
187,0,1.9201900959014893
187,1,4.619046688079834
188,0,1.265295147895813
189,0,1.3328156471252441
190,0,4.153553485870361
191,0,3.85575532913208
192,0,2.9106929302215576
193,0,2.04559326171875
193,1,4.619628429412842
194,0,4.094855308532715
195,0,3.35595440864563
196,0,1.3005824089050293
197,0,4.125681400299072
198,0,1.1015236377716064
198,1,4.6163716316223145
199,0,1.8226438760757446
200,0,1.275007724761963
200,1,4.616504192352295
201,0,1.6678166389465332
202,0,3.0038371086120605
203,0,1.9917125701904297
204,0,4.223637580871582
204,1,4.619411468505859
205,0,1.5724290609359741
206,0,1.782359004020691
206,1,4.618656158447266
207,0,1.0502437353134155
208,0,1.2503292560577393
208,1,4.618227481842041
209,0,4.425228595733643
210,0,3.6929848194122314
211,0,3.4695565700531006
212,0,3.1780810356140137
213,0,1.3197684288024902
214,0,1.237607717514038
214,1,4.6188435554504395
215,0,4.464632034301758
215,1,4.609364032745361
216,0,3.574435234069824
217,0,2.377135753631592
218,0,2.6427764892578125
219,0,1.421715259552002
220,0,1.2821964025497437
221,0,1.3609329462051392
222,0,4.100624084472656
223,0,1.1810623407363892
224,0,1.1881554126739502
225,0,2.1613852977752686
226,0,1.9912866353988647
227,0,3.0732619762420654
228,0,4.199666976928711
229,0,3.478921890258789
229,1,4.613393783569336
230,0,0.8652220368385315
231,0,2.9368956089019775
232,0,1.2481706142425537
233,0,2.266622304916382
234,0,1.2648735046386719
235,0,1.847642421722412
236,0,1.3919529914855957
237,0,2.9592018127441406
238,0,3.7355313301086426
239,0,1.4170095920562744
240,0,1.174709677696228
241,0,1.679443120956421
241,1,4.61655855178833
242,0,3.548238754272461
243,0,2.38081431388855
244,0,1.1453462839126587
245,0,1.1496119499206543
245,1,4.617604732513428
246,0,1.3986035585403442
246,1,4.6167826652526855
247,0,1.5908942222595215
248,0,1.2535417079925537
248,1,4.618391990661621
249,0,1.7329039573669434
249,1,4.619235038757324
250,0,1.9075814485549927
